jp,tw,kw
"{ｼｬﾄﾞｳ}「インターセプター…
	　どこだ！？","{Shadow}: Interceptor...
	 where are you!?","{SHADOW}: Interceptor...
	Where are you?!"
"{ｽﾄﾗｺﾞｽ}「{リルム}が！
	　あの家の中にいるんじゃ！","{Stragus}: {Relm}!
	 She's inside that house!",{STRAGO}: {RELM}'s inside that house!
{ｽﾄﾗｺﾞｽ}「{リルム}ー！！,{Stragus}: {Relm}!!,{STRAGO}: {RELM}!!!!!
{ﾛｯｸ}「それは！？,{Lock}: Hey!?,{LOCKE}: What're you doing?
でやっ！　,Take that!,Flames be GONE!!! 
"村長「魔法は禁じたはずじゃ！
	{ﾃｨﾅ}「魔法！？","Village Chief: Magic is supposed to be prohibited!
	{Tina}: Magic!?","MAYOR: Magic is forbidden!
	{TERRA}: Magic...?!"
"{ｽﾄﾗｺﾞｽ}「そんな事……！！
	　{リルム}が中にいるのじゃゾイ！","{Stragus}: Forget about that...!!
	 {Relm}'s inside!","{STRAGO}: I don't care!
	{RELM}'s inside!!!"
「村長！,: Chief!,Mayor!!
"村長「うむむ…
	　いたしかたあるまい。","Village Chief: Yes, yes...
	 We have little choice.","MAYOR: All right.
	We really have no choice."
村長「はなれていなされ。,Village Chief: Stand aside.,MAYOR: Stand back.
"{ｽﾄﾗｺﾞｽ}「だめじゃ
	　火の勢いが強すぎるゾイ！
	村長「この家には、ほのおのロッドが
	　つんであったから…","{Stragus}: It's no use.
	 The fire is too intense!
	Village Chief: They had Fire Rods
	 stockpiled in this house...","{STRAGO}: It's no use.
	The fire's too strong!
	MAYOR: I think that's because they keep so many Fire Rods in here..."
{ｽﾄﾗｺﾞｽ}「わしが行くゾイ！,{Stragus}: I'm going in!,{STRAGO}: I'm going in!
"{ﾃｨﾅ}「待って、私も行くわ。
	{ﾛｯｸ}「そうだぜ、じいさん。
	　みずくさいじゃないか。
	{ｽﾄﾗｺﾞｽ}「何をいう！
	　わしはじいさんと呼ばれるほど
	　老いぼれてはおらんゾイ！","{Tina}: Wait, I'll go too.
	{Lock}: That's right, gramps.
	 Don't be a stranger.
	{Stragus}: What was that!?
	 I'm not decrepit enough
	 to be called gramps!","{TERRA}: Wait...I'm going too.
	{LOCKE}: Count me in. You'd better stay out here, gramps.
	{STRAGO}: Fool!
	I may be old, but I'm not powerless!"
『急ごう！,"""Let's hurry!""",Quickly!
"{ﾛｯｸ}「火のまわりが早いな。
	{ﾃｨﾅ}「今にもくずれてきそう…
	{ｽﾄﾗｺﾞｽ}「はやく{リルム}を
	　見つけないと！","{Lock}: The fire's spreading fast.
	{Tina}: It could collapse any minute now...
	{Stragus}: We've got to hurry up
	 and find {Relm}!","{LOCKE}: Try to avoid the flames.
	{TERRA}: Easier said than done.
	{STRAGO}: Hurry!
	We have to find {RELM}!"
『火を放ったのはこいつか！？,"""Is this what started the fire!?""",Is this the source of our blaze...?
"{ｽﾄﾗｺﾞｽ}「{リルム}は！
	　{リルム}はどこじゃ～っ！！","{Stragus}: {Relm}!
	 Where's {Relm}!?","{STRAGO}: {RELM}!!!
	Where are you?!"
{ｽﾄﾗｺﾞｽ}「{リルム}ー！！,{Stragus}: {Relm}!!,{STRAGO}: {RELM}!!!!!
"『うわあ！
	『間にあわなかった！！　","""Waah!""
	""We didn't make it in time!!""","Uwaaa!!
	Too late! "
"{ｼｬﾄﾞｳ}「脱出するぞ。
	　けむりだま！","{Shadow}: We're getting out of here.
	 Smoke Ball!",{SHADOW}: Let's get outta here! I'll use a Smoke Bomb!!
"{ｽﾄﾗｺﾞｽ}「よくなったかの？
	{ﾘﾙﾑ}「うん。おじいちゃん。","{Stragus}: Are you better?
	{Relm}: Sure am, grampa.","{STRAGO}: Are you okay?
	{RELM}: Yes. Thanks, Grandpa!"
"{ｽﾄﾗｺﾞｽ}「この人達のおかげじゃ。
	{ﾘﾙﾑ}「ありがとう。","{Stragus}: We owe it to these people.
	{Relm}: Thanks.","{STRAGO}: Save your thanks for these people.
	{RELM}: Thank you..."
"{ｽﾄﾗｺﾞｽ}「しかし…
	　恥ずかしい所を見せてしまった
	　ようじゃな。","{Stragus}: However...
	 I would seem to have shown
	 you something awkward.",{STRAGO}: I guess our town's little secret is out now...
"{ﾛｯｸ}「ここの人は、皆
	　魔法を使えるようだが、
	　いったいこの村は…？","{Lock}: It looks as though all the
	 people here can use magic.
	 What's with this village...?",{LOCKE}: Can everyone here use magic? What's going on here?
"{ｽﾄﾗｺﾞｽ}「ここは……
	　魔導士達の村。","{Stragus}: This is...
	 the village of the sorcerers.","{STRAGO}: This is...
	...the village of the Mage Warriors..."
"{ｽﾄﾗｺﾞｽ}「昔、人間は魔石から
	　魔導の力をとりだした。
	　そして魔法を使えるようになった
	　人間が魔導士とよばれる人。","{Stragus}: Long ago, humans extracted
	 the power of sorcery from magicite.
	 Those humans who became able to
	 use magic were then called sorcerers.",{STRAGO}: Long ago humans used Magicite to gain magical powers. They came to be known as Mage Warriors.
"{ﾛｯｸ}「魔導士はもうこの世に
	　いないと思っていました。","{Lock}: I thought there weren't any
	 sorcerers left in the world.",{LOCKE}: But I thought they perished centuries ago...
"{ｽﾄﾗｺﾞｽ}「魔大戦の後、
	　幻獣達は封魔壁の向こうに結界をはり
	　そこにかくれ住んだ。
	　自分達の魔導の力を利用される事を
	　恐れたのじゃ。
	　そして、残ったのは人間だけ。
	　普通の人間達が最も恐れたのが
	　魔導士達の力。皆、魔大戦の悲惨さが
	　身にしみておるからの。","{Stragus}: After the Great Magic War, the
	 Genjuu set up a separate world beyond the
	 Mystic Barricade and lived there in hiding.
	 They feared that their powers of sorcery
	 would be abused.
	 Only we humans remained here then.
	 What ordinary humans most feared was the
	 power of the sorcerers. The misery of the Great
	 Magic War had left a powerful impression.","{STRAGO}: After the War of the Magi, the Espers fled to their new world behind the sealed gate.
	They wished to live peacefully, without fear of being used by humans. They left us here to fend for ourselves...
	But we were despised by normal people. Everyone felt we had begun that war..."
"{ｽﾄﾗｺﾞｽ}「そこで行われたのが
	　魔導士狩り。
	　不当な裁判により魔導士達は次々と
	　殺されていったのじゃ。
	{ﾃｨﾅ}「魔法を使えること以外
	　何も変わらない人間なのに……","{Stragus}: And so, what was done
	 was the hunting of sorcerers.
	 Sorcerers were killed one after
	 another in unjust trials.
	{Tina}: Even though they were human,
	 no different except for using magic...","{STRAGO}: They sent people to hunt us down like animals.
	There weren't even any trials...
	{TERRA}: Even though the only difference was that you could use magic...?"
"{ｽﾄﾗｺﾞｽ}「その時に逃げ出し
	　この土地にかくれ住んだ魔導士達が
	　われわれの先祖じゃ。
	　血がうすまり、魔導の力はだいぶ
	　おとろえたが、
	　なんらかの形でまだ残っておる。","{Stragus}: Those sorcerers who fled
	 then to live in hiding in these lands
	 were our ancestors.
	 Their blood has thinned, and our
	 sorcerous powers have largely faded,
	 but they still remain in some form.","{STRAGO}: A few Mage Warriors escaped and found their way here. They were our ancestors.
	Our powers have weakened over time, but some of it remains."
"{ﾃｨﾅ}「もし、よければ…
	　私達に協力してくれませんか？　
	{ｽﾄﾗｺﾞｽ}「幻獣がどうのと
	　言っておったな。","{Tina}: If you wouldn't mind...
	 would you work with us?
	{Stragus}: You were saying something
	 about the Genjuu.","{TERRA}: Look, if you're up to it, we could use your help. 
	{STRAGO}: So, you're after the Espers, eh...?"
"{ｽﾄﾗｺﾞｽ}「{リルム}の命を
	　すくってくれた恩を返さなくては。
	　その幻獣さがし、わしも手伝うゾイ。","{Stragus}: I do have to repay the
	 favor for saving {Relm}'s life.
	 I'll help with your Genjuu search.","{STRAGO}: Well, I owe you for saving {RELM}. I'll help you find your Espers."
"{ﾘﾙﾑ}「{リルム}も！　
	{ｽﾄﾗｺﾞｽ}「だめじゃ。","{Relm}: Me too! 
	{Stragus}: No.","{RELM}: Me too! 
	{STRAGO}: I don't think so."
{ﾘﾙﾑ}「{リルム}つまんない……,{Relm}: How boring...,{RELM}: What a fuddy duddy...
"{ﾛｯｸ}「しかし、どうすれば？
	{ｽﾄﾗｺﾞｽ}「む～～
	　この島に幻獣が逃げ込んだのなら、
	　村の西にある山かもしれんゾイ。","{Lock}: But what should we do?
	{Stragus}: Hmm...
	 If the Genjuu fled to this island, they may
	 be in the mountains west of the village.","{LOCKE}: But...where do we start looking?
	{STRAGO}: Hmm...
	If they're here, they must be  hiding in the mountains to the west."
"{ﾛｯｸ}「山？
	{ｽﾄﾗｺﾞｽ}「強い魔力をおびた山ゾイ。
	　伝説では、幻獣の聖地と言われとる。","{Lock}: In the mountains?
	{Stragus}: Mountains tinged with strong magical
	 power. Legends call them a Genjuu holy land.","{LOCKE}: Why there?
	{STRAGO}: Those mountains have powerful magical properties.
	They say the Espers were created there..."
"{ﾃｨﾅ}「暴走した幻獣達は、
	　その魔力に引きよせられた…？","{Tina}: Were the Genjuu drawn by that magical
	 power when they were out of control...?",{TERRA}: Maybe they're drawn to that place?
{ﾛｯｸ}「行ってみよう。,{Lock}: Let's try going.,{LOCKE}: I think it's worth a look.
"{ｼｬﾄﾞｳ}「カン違いするな。
	　こいつのためだ。","{Shadow}: Don't misunderstand.
	 I did it for this guy.",{SHADOW}: Don't misunderstand me. I just wanted my dog back.
"{ﾛｯｸ}「出ていくのか？
	{ｼｬﾄﾞｳ}「俺は、俺のやり方で
	　幻獣をさがす。","{Lock}: You're leaving?
	{Shadow}: I'll search for Genjuu
	 my way.","{LOCKE}: Going somewhere?
	{SHADOW}: I'll search for the Espers in my own way."
"{ｼｬﾄﾞｳ}「インターセプター！
	　行くぞ！","{Shadow}: Interceptor!
	 We're leaving!","{SHADOW}: Interceptor!
	Come!"
"{ストラゴス}じいさんの技は青魔法。
	見たモンスターの攻撃をおぼえるんだ。
	でも、ねてたり、こんらんしていたら
	おぼえないよ。","Old man {Stragus}'s skill is Blue Magic.
	He memorizes monster attacks he's seen.
	But he can't memorize them if he's, say,
	asleep or confused.",{STRAGO} is a Blue Mage by training. He can memorize the attacks of monsters he has fought...
"実は、{リルム}ちゃんは、
	{ストラゴス}の本当のマゴでは
	ないんじゃ。
	なんでも、友人の子供らしいんじゃ。
	うわさじゃがの。","Actually, {Relm}-chan isn't
	{Stragus}'s real grandchild.
	I hear she's his friend's child.
	It's just a rumor, though.","Actually, {RELM} isn't {STRAGO}'s real grandchild.
	I heard she's his friend's daughter."
"村長「われわれが魔法を使えることは
	　誰にも話さないで下さい。","Village Chief: Please tell no one that
	 we are able to use magic.",MAYOR: No one is to divulge that we are able to use magic!
"{ｽﾄﾗｺﾞｽ}「こ、これは……
	　三闘神の像！？
	{ﾃｨﾅ}「三闘神？","{Stragus}: Th-these are...
	 statues of the Three Warring Gods!?
	{Tina}: Three Warring Gods?","{STRAGO}: I can't believe it...
	The Statues...!
	{TERRA}: ""The"" Statues?!"
"{ﾛｯｸ}「石像の表面に細かい
	　文字がほられているな。","{Lock}: There's writing finely carved
	 into the surfaces of the statues.",{LOCKE}: Some faint letters are carved on the back of the stone figures...
"{ﾛｯｸ}「で、じいさん、
	　三闘神っていうのは、何のことだい？","{Lock}: So, old man, what are these
	 Three Warring Gods?","{LOCKE}: Say, old man, what else can you tell us about these goddesses?"
"{ｽﾄﾗｺﾞｽ}「三闘神とは、はるか昔
	　この世界に魔法という力を生み出した
	　伝説の神のことじゃ。
	{ﾛｯｸ}「魔法の神様、ということか？
	{ｽﾄﾗｺﾞｽ}「そう言ってもよいゾイ。","{Stragus}: The Three Warring Gods are the
	 legendary gods who long ago gave birth
	 to the power of magic in this world.
	{Lock}: So, the gods of magic, then?
	{Stragus}: That's a fair way to put it.","{STRAGO}: They quite literally created magic, as we know it.
	{LOCKE}: So, they're the goddesses of magic, then?
	{STRAGO}: You could say that."
"{ﾃｨﾅ}「すごい魔力を感じるわ。
	{ｽﾄﾗｺﾞｽ}「三闘神は魔法の神。
	　ということは、幻獣の作り主とも
	　言えるわけじゃ。
	　幻獣達は、三闘神の像を作って
	　聖地にまつったという伝説がある。
	　きっと、ここがその場所なのじゃ。","{Tina}: I sense incredible magical power.
	{Stragus}: The Three Warring Gods are the
	 gods of magic, which is also to say that
	 they are the creators of the Genjuu.
	 There are legends that the Genjuu made statues
	 of the Three Warring Gods and enshrined them
	 in a holy land. This is surely that place.","{TERRA}: I can feel their power...
	{STRAGO}: The Statues are the source of all magic.
	It's said the Espers made these images, and put them in a very special place.
	These represent power beyond all comprehension..."
